ANXA1	1.50899380568226
BCL2	1.84971945897033
CLDN7	1.43608838507052
CCNB1	1.33534152244667
EGFR	1.11900876659873
ESR1	3.2529048271049
FN1	1.15877953435064
GATA3	1.74315638068495
ERBB2	3.19760002799023
IGFBP2	2.3443687514436
SERPINE1	2.0327100806819
STAT5A	1.18838736063049
KDR	1.15621971175791
ANK1	1
ANK3	1
ARRB2	1
ATP1A1	1
EFHA2	1
FGFBP2	1
FLG	1
HAUS6	1
KANK2	1
KIAA1210	1
LAMB2	1
MGA	1
MTRR	1
PCDH15	1
PDZD8	1
PIK3CA	1
TIPIN	1
TP53	1
TSHZ2	1
ZNF540	1
