TP53BP1	1.35254128034214
ARAF	1.07435198243261
AKT1	1.6104591963601
AKT2	1.6104591963601
AKT3	1.6104591963601
ANXA1	1.8466595081348
BRAF	1.15803690898309
BCL2	1.39626748532434
PECAM1	1.1925946655514
CAV1	2.20096428035665
CHEK2	1.8247992739856
CLDN7	1.48078738552655
COL6A1	1.93620122309264
CDH1	2.68792763915952
ESR1	1.9365750756143
FN1	1.82994980274997
GSK3A	1.0339759898711
GSK3B	1.0339759898711
HSPA1A	1.16429719717301
LCK	1.40665616477419
MAPK1	1.27803341018757
MAPK3	1.27803341018757
MAP2K1	1.09457255047591
PDCD4	2.10954011684252
SCD1	4.25512960912488
SRC	1.8710764490218
YAP1	1.26256035835765
CTNNA1	1.9329825222959
CTNNB1	1.37525539533298
TP53	2.36014574397729
RPS6KA1	1.27862046910294
BRIP1	1
FTL	1
GATA3	1
GRIN2D	1
LPA	1
PANX1	1
PCDHA3	1
PDGFRB	1
PRR12	1
RAB6A	1
TRIM6-TRIM34	1
