TP53BP1	1.60203535447593
ACACA	1.58998239125408
ACACB	1.58998239125408
AKT1	2.40101581688194
AKT2	2.40101581688194
AKT3	2.40101581688194
ANXA1	1.21076392026484
BRAF	1.07351919482442
CAV1	2.6865087352471
CLDN7	1.39960029598275
CCNB1	1.32406936177468
CCND1	1.01357984883467
CDH1	2.58595521301476
EGFR	1.22432760415419
ESR1	2.31065014967524
FN1	1.18419174066151
GATA3	1.32880075275404
GSK3A	1.18502836235911
GSK3B	1.18502836235911
HSPA1A	2.91746277788853
CDH2	1.11453820517018
NOTCH1	1.08777524649452
PDCD4	2.85252160723425
RBM3	1.15261490002215
RB1	1.17996231092613
RPS6	1.54918839972479
STAT3	1.01109021065697
STAT5A	1.22329325875532
SHC1	1.53652478928075
SRC	1.44158267321147
KDR	1.9599414266448
CTNNA1	1.06875308130305
RPS6KB1	1.64439290417385
ACTR3B	1
ADCK1	1
AGBL1	1
API5	1
C7ORF16	1
CACNA1F	1
CASC5	1
CCDC33	1
CDC37	1
CEP110	1
CNN3	1
CNTNAP5	1
CPAMD8	1
DCC	1
DPF1	1
ENOX1	1
GMFG	1
GREB1L	1
IFNAR1	1
IGF2BP1	1
KCTD21	1
KIAA0947	1
KIF27	1
LZTR1	1
MARK2	1
MIB1	1
MRPS7	1
MYO10	1
PRB2	1
PRICKLE3	1
PRKD1	1
R3HDML	1
RARG	1
RNASEH2A	1
RTDR1	1
SF3B1	1
SLC25A18	1
SMARCA2	1
SMYD3	1
TP53	1
ZNF425	1
